PE,AT,V,AP,RH
455.46203089092,14.96,41.76,1024.07,73.17
444.37,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
455.6205308882365,10.82,37.5,1009.23,96.62
453.574541870407,26.27,59.44,1012.23,58.77
455.07763049633337,15.89,43.96,1014.02,75.24
455.8346658074096,9.48,44.71,1019.12,66.43
475.98,14.64,45.0,1021.78,41.25
455.54340187963936,11.74,43.56,1015.14,70.72
454.75631785225323,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
453.2633140649728,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
454.647518216204,21.42,43.79,1015.76,43.08
455.0748058852008,18.21,45.0,1022.86,48.84
455.81373101620056,11.04,41.74,1022.6,77.51
455.20798045005404,14.45,52.75,1023.97,63.59
455.5110929468593,13.97,38.47,1015.15,55.28
454.8508376850146,17.76,42.42,1009.09,66.26
456.3879029845193,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
453.42007977539436,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
453.02666519769195,27.47,70.72,1009.97,74.62
464.16,14.6,39.31,1011.11,72.52
456.17475475845106,7.91,39.96,1023.57,88.44
456.25062585313,5.81,35.79,1012.14,92.28
453.0283994148253,30.53,65.18,1012.69,41.85
445.11,23.87,63.94,1019.02,44.28
453.63918866671094,26.09,58.41,1013.64,64.58
440.98,29.27,66.85,1011.11,63.25
436.65,27.38,74.16,1010.08,78.61
453.766901611152,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
450.69,16.38,47.45,1010.08,88.86
455.4284255996489,13.91,39.35,1014.69,75.51
454.0728348659239,23.18,51.3,1012.04,78.64
447.14,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
482.8,9.28,41.54,1018.33,79.89
476.7,11.82,42.86,1014.12,88.28
455.86260735356734,10.27,40.64,1020.63,84.6
453.973186781545,22.92,63.94,1019.28,42.69
461.33,16.0,37.87,1020.24,78.41
454.5268323080338,21.22,43.43,1010.96,61.07
474.6,13.46,44.71,1014.51,50.0
456.1720239252692,9.39,40.11,1029.14,77.29
452.6749167345106,31.07,73.5,1010.58,43.66
455.6263555886716,12.82,38.62,1018.71,83.8
430.12,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
