id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,1637,19,12.0,0.05,,344,0,Chandler,37
2265,575,18,12.0,0.066,,87,1,Boonville,15
2264,1703,15,12.0,0.071,,87,1,Bargersville,15
2263,1842,12,12.0,0.09,,87,1,91,15
2262,1821,15,12.0,0.075,,87,1,Fredericksburg,15
2261,269,80,12.0,0.077,,87,1,Aspen,15
2260,1159,18,12.0,0.045,,87,1,91,15
2259,756,22,12.0,0.065,,87,1,Atlanta,15
2258,1092,18,12.0,0.055,,87,1,91,15
2131,484,12,12.0,0.086,,87,1,Athens,15
2099,1883,90,12.0,0.072,,87,1,Anchorage,15
2098,1685,90,12.0,0.073,,87,1,Gary,15
2097,793,90,12.0,0.069,,87,1,91,15
1980,2095,29,12.0,0.085,,87,1,91,15
1979,261,18,12.0,0.061,60.0,87,1,Baltimore,15
2318,813,39,12.0,0.06,,62,2,Bargersville,37
2170,439,39,12.0,0.06,,62,2,Boston,37
2169,1694,39,12.0,0.06,,62,2,Elmira,37
1502,356,39,12.0,0.06,,62,2,Dillon,37
1593,929,27,12.0,0.082,,299,3,Ashburn,4
1592,930,96,12.0,0.082,,299,3,Avon,4
1036,1237,7,8.4,0.099,92.0,299,3,198,4
1024,723,99,12.0,0.079,45.0,299,3,Boonville,4
976,1275,23,12.0,0.079,,299,3,Dolores,4
876,258,18,12.0,0.044,42.0,299,3,Chandler,4
802,946,61,12.0,0.049,17.0,299,3,Crozet,4
801,946,61,12.0,0.049,17.0,299,3,Columbus,4
800,30,61,12.0,0.049,17.0,299,3,Framingham,4
799,29,15,12.0,0.07,70.0,299,3,Avon,4
797,351,15,12.0,0.07,70.0,299,3,Fort Collins,4
796,352,15,12.0,0.07,70.0,299,3,Asheville,4
531,1892,54,12.0,0.085,52.0,299,3,Grand Rapids,4
432,986,12,12.0,0.097,94.0,299,3,Athens,4
353,259,18,12.0,0.044,42.0,299,3,Avon,4
321,724,99,12.0,0.079,45.0,299,3,Bargersville,4
173,177,8,12.0,0.068,65.0,299,3,198,4
11,1321,28,12.0,0.083,35.0,299,3,198,4
10,350,15,12.0,0.07,65.0,299,3,Astoria,4
9,945,61,12.0,0.049,17.0,299,3,198,4
2519,255,15,12.0,0.07,82.0,522,4,Battle Creek,9
2518,207,9,12.0,0.05,,522,4,220,9
2517,1720,5,12.0,0.059,,522,4,Austin,9
2545,1531,33,12.0,0.035,11.0,515,5,Chicago,24
2544,1813,9,12.0,0.045,18.0,515,5,Bargersville,24
2324,423,10,12.0,0.055,,515,5,Cleveland,24
