file,Within-Class Distance,Between-Class Distance,J Value
clean.csv,2275.999999999999,9396.130471380471,4.128352579692652
dirty-mode-5.csv,2821.945205479452,8850.185265901022,3.136200252477037
dirty-mode-10.csv,3296.999999999998,8375.130471380473,2.5402276224993865
dirty-mode-15.csv,3762.778067885116,7909.352403495356,2.1019981143721393
dirty-mode-20.csv,4226.12,7446.010471380473,1.7619022818520234
dirty-mode-25.csv,4687.579288025888,6984.5511833545825,1.4900123825523672
dirty-mode-30.csv,5149.4130434782655,6522.717427902211,1.2666914409134913
dirty-mode-35.csv,5617.06666666667,6055.063804713805,1.0779761331027704
dirty-mode-40.csv,6067.63711340207,5604.493357978409,0.9236698327919647
dirty-mode-45.csv,6538.343119266059,5133.787352114417,0.7851816979422601
dirty-mode-50.csv,6995.986743993367,4676.143727387098,0.6684037432463625
dirty-mode-55.csv,7452.02418745276,4220.106283927713,0.5663033529914271
dirty-mode-60.csv,7912.870229007629,3759.2602423728376,0.4750817508155059
dirty-mode-65.csv,8383.677130044849,3288.4533413356285,0.39224475016466154
dirty-mode-70.csv,8833.511933174223,2838.6185382062467,0.3213465448035254
dirty-mode-75.csv,9295.605351170563,2376.5251202099025,0.25566114636209625
dirty-mode-80.csv,9748.70261780105,1923.4278535794238,0.19730090546277004
dirty-mode-85.csv,10208.153428712361,1463.977042668088,0.14341252341979654
dirty-mode-90.csv,10677.571561771552,994.5589096089093,0.09314467281771124
dirty-mode-95.csv,11155.896551724156,516.2339196563335,0.04627453448163688
dirty-knn-5.csv,2287.2987012987,9384.83177008177,4.10301976071301
dirty-knn-10.csv,2344.05399026261,9328.07648111786,3.9794631522428423
dirty-knn-15.csv,2441.847342161128,9230.283129219342,3.780041024616301
dirty-knn-20.csv,2457.756350911305,9214.374120469165,3.7490999126307174
dirty-knn-25.csv,2723.030889475668,8949.099581904804,3.286448059216836
dirty-knn-30.csv,2814.568736094012,8857.561735286461,3.14704047611172
dirty-knn-35.csv,3024.805570731044,8647.324900649428,2.8588035490028263
dirty-knn-40.csv,3220.5892475671326,8451.54122381334,2.6242220209229488
dirty-knn-45.csv,3558.2761517286563,8113.854319651817,2.280276733358652
dirty-knn-50.csv,3891.7204107572547,7780.410060623217,1.999221228512995
dirty-knn-55.csv,4503.18249905576,7168.947972324711,1.5919736705825085
dirty-knn-60.csv,4769.2907915432,6902.839679837271,1.4473513949028298
dirty-knn-65.csv,5416.438022195719,6255.692449184753,1.1549458192911837
dirty-knn-70.csv,5545.7028102463555,6126.427661134116,1.1047161867049207
dirty-knn-75.csv,6263.089915981454,5409.040555399017,0.8636376976796757
dirty-knn-80.csv,6971.020649136104,4701.109822244366,0.6743789839192285
dirty-knn-85.csv,7845.8266396780145,3826.303831702457,0.48768651251507705
dirty-knn-90.csv,8666.41882367896,3005.7116477015115,0.34682280061161
dirty-knn-95.csv,9604.296584503985,2067.833886876485,0.21530300201399688
dirty-hdi-5.csv,2275.9047619047615,9396.22570947571,4.12856718205193
dirty-hdi-10.csv,2283.4714285714276,9388.659042809042,4.111572812050783
dirty-hdi-15.csv,2275.514285714285,9396.616185666186,4.129447239535384
dirty-hdi-20.csv,2275.801932367149,9396.32853901332,4.128798910562414
dirty-hdi-25.csv,2339.51148127235,9332.61899010812,3.9891315194711283
dirty-hdi-30.csv,2354.0655905623644,9318.064880818107,3.9582860045085266
dirty-hdi-35.csv,2356.805404420141,9315.325066960331,3.9525219390152566
dirty-hdi-40.csv,2388.2728870995734,9283.857584280897,3.8872683412470646
dirty-hdi-45.csv,2519.21467851765,9152.915792862821,3.6332416887347434
dirty-hdi-50.csv,2525.1407634196657,9146.989707960805,3.6223682419880294
dirty-hdi-55.csv,2639.5785219846357,9032.551949395835,3.4219675126786817
dirty-hdi-60.csv,2794.1560373407824,8877.974434039688,3.1773366681729476
dirty-hdi-65.csv,3377.4469867041144,8294.683484676358,2.4559033842218008
dirty-hdi-70.csv,3378.866306725422,8293.26416465505,2.4544517041552742
dirty-hdi-75.csv,3946.7018186347204,7725.42865274575,1.9574391498920487
dirty-hdi-80.csv,4675.458135823732,6996.672335556739,1.4964677540255744
dirty-hdi-85.csv,5462.921532640282,6209.208938740188,1.1366095781608672
dirty-hdi-90.csv,6481.144179960105,5190.986291420366,0.8009367092111688
dirty-hdi-95.csv,7952.195955809797,3719.9345155706737,0.46778707871917136
dirty-mice-5.csv,3101.0892794649812,8571.04119191549,2.7638808236421424
dirty-mice-10.csv,3820.7608413579096,7851.369630022562,2.0549230784181094
