PE,AT,V,AP,RH
448.45,24.11,68.63,1014.34,45.28
486.6314392089844,6.39,35.57,1025.53,77.23
470.4546203613281,14.16,39.28,1015.63,77.29
470.881591796875,13.43,43.56,1013.02,66.36
464.13,20.11,42.04,1010.79,60.31
480.81903076171875,7.32,39.42,1026.15,76.51
466.1324768066406,13.71,45.08,1023.35,82.93
442.7670593261719,21.49,68.28,1004.68,80.64
466.55560302734375,15.25,39.58,1012.1,73.05
456.671142578125,19.81,56.65,1020.62,67.99
435.7828369140625,25.71,71.73,1009.72,75.29
479.7308044433594,9.0,36.3,1027.11,75.89
436.8,28.85,57.19,1008.2,58.4
459.23,14.66,40.73,1017.45,88.57
451.1,21.94,57.5,1014.64,78.52
438.87,26.48,66.54,1011.61,51.9
442.8243408203125,24.08,49.3,1003.23,70.42
442.74249267578125,25.95,63.47,1011.77,66.22
451.5770568847656,19.76,62.1,1020.07,73.55
494.87,5.07,40.07,1019.32,66.17
490.83,5.62,41.38,1020.91,86.21
485.96,6.8,37.8,1021.09,70.02
441.4701232910156,24.77,57.17,1010.66,73.0
459.65,18.59,44.63,1003.99,86.22
470.85,11.17,44.77,1018.2,79.6
451.90081787109375,25.87,47.01,1014.67,61.87
462.96,15.46,37.64,1014.57,87.53
445.43,22.63,58.41,1013.69,90.32
436.77,29.59,74.78,1009.45,55.75
443.99,22.25,60.84,1018.07,73.67
432.34,31.53,74.99,1003.93,58.29
455.1,17.95,49.21,1012.05,59.44
432.5688781738281,29.45,64.96,1005.52,59.92
438.14,31.31,64.44,1014.24,51.08
488.0218505859375,8.41,40.67,1019.97,69.2
452.5,22.85,60.08,1018.05,67.12
462.455810546875,16.02,39.54,1007.73,72.81
470.11,15.12,43.79,1016.37,75.62
461.7695617675781,14.47,48.79,1017.05,69.87
472.60601806640625,12.1,41.17,1013.72,75.61
462.9583435058594,15.38,43.99,1022.42,83.41
446.0,22.16,65.48,1017.22,70.51
434.53,26.31,72.39,1001.16,88.43
460.15,15.14,39.72,1002.96,72.52
440.21,26.49,61.86,1012.55,74.24
445.8243408203125,23.06,56.85,1012.5,64.03
462.68,16.21,50.9,1012.46,84.45
478.34466552734375,8.76,41.82,1033.29,76.5
472.45,11.92,40.55,1016.91,100.07
441.32,28.64,73.4,1011.48,52.84
451.2154846191406,17.95,59.15,1012.73,84.27
437.8388977050781,33.82,73.03,1013.49,42.17
479.9739990234375,5.82,40.78,1024.82,96.01
451.26,20.41,48.06,1012.62,76.21
430.3514404296875,31.23,72.58,1006.61,60.8
490.4565124511719,6.58,40.07,1014.22,55.44
460.34,13.1,41.48,1009.0,87.41
460.09,20.13,40.33,1005.31,85.42
435.7191467285156,29.12,74.87,1009.85,62.51
447.37908935546875,19.57,68.61,1011.13,96.4
432.3,25.38,72.24,1010.76,89.64
472.54,12.56,41.4,1019.23,74.26
437.5511474609375,28.25,57.19,1007.99,67.9
439.12,27.24,77.17,1009.37,81.51
460.38385009765625,16.41,44.92,1024.27,84.16
442.52301025390625,26.1,63.56,1013.12,61.0
461.08,17.37,41.23,998.79,68.44
426.84,31.81,66.44,1011.21,53.55
465.5,13.83,45.08,1024.2,80.52
427.11,28.43,73.18,1012.52,71.05
470.36,12.07,38.25,1012.67,81.66
458.56,14.73,58.2,1019.45,82.48
452.52,16.65,56.89,1013.52,87.44
447.15,22.56,60.29,1018.19,67.53
443.8912658691406,23.76,61.5,1009.15,68.52
467.851318359375,14.72,38.91,1015.17,61.75
448.38,22.63,58.49,1010.94,72.7
452.16,21.82,58.66,1011.71,64.37
448.4611511230469,20.88,47.45,1007.5,76.21
454.04345703125,18.4,43.96,1012.4,77.81
447.67,23.29,65.61,1014.81,70.27
432.3245544433594,26.65,74.67,1015.73,77.32
436.89,24.62,72.43,1007.97,84.36
428.47735595703125,27.94,69.84,1003.11,70.47
432.07,27.96,68.51,1007.26,63.21
434.67,25.52,71.73,1009.91,79.55
486.18,9.28,41.38,1021.96,72.22
447.9901123046875,20.5,51.19,1009.0,91.79
454.85,24.38,47.01,1015.17,68.96
439.06,25.69,59.54,1004.05,81.69
468.5746765136719,13.86,44.21,1022.6,83.56
437.6,31.44,64.44,1014.04,49.15
435.19189453125,26.88,69.51,1012.76,45.03
443.24,27.83,69.04,1009.69,63.79
441.58,29.66,59.22,1013.25,61.2
476.74,11.49,41.54,1020.17,70.91
485.6,5.62,41.31,1001.37,89.16
428.4792175292969,31.0,71.77,1006.29,48.56
433.2245178222656,28.18,71.85,1008.78,82.88
494.67,5.76,40.07,1013.22,62.99
468.23,14.73,36.99,1007.32,90.84
441.476806640625,24.91,57.17,1010.88,72.97
433.4,25.12,77.95,1009.26,82.95
445.6997985839844,21.42,56.89,1014.39,84.05
447.39703369140625,26.06,54.5,1015.52,67.12
448.31,21.14,58.98,1009.05,94.36
488.2,6.91,39.37,1019.58,71.02
465.24,13.97,53.82,1016.81,62.32
464.27,14.64,42.77,1017.59,79.6
429.73,31.58,66.54,1003.26,54.0
479.4357604980469,10.27,41.44,1017.04,77.09
478.83843994140625,7.94,43.65,1018.75,59.45
478.00372314453125,9.32,36.3,1027.67,73.25
465.1263122558594,11.87,41.58,1017.29,90.3
460.6488037109375,22.58,43.79,1015.66,44.18
450.86,19.2,59.21,1017.84,89.56
429.1917419433594,30.18,68.24,1009.31,64.06
427.65,26.27,71.98,1005.72,86.15
464.55,19.39,43.14,1012.75,44.21
474.03,12.81,44.34,1015.55,90.37
432.25,30.93,69.98,1013.33,62.1
449.86749267578125,20.03,57.19,1007.31,81.69
434.94,27.34,71.29,1008.32,56.51
454.41,17.7,48.98,1015.79,83.18
448.10174560546875,20.61,65.61,1014.91,83.82
466.99,13.82,40.2,1013.19,90.11
431.6219482421875,31.77,76.09,1007.4,73.36
435.35791015625,26.55,69.45,1013.88,55.39
452.08,20.42,62.96,1020.34,84.0
448.92,20.76,59.04,1012.51,85.39
435.37518310546875,26.08,76.86,1003.3,79.49
439.0338439941406,22.86,66.48,1003.77,71.22
430.5447692871094,30.33,70.32,1007.75,52.49
441.22,27.22,67.9,1005.73,57.29
443.24,25.22,69.88,1007.17,80.26
462.65,15.3,38.62,1017.19,70.63
445.2613220214844,24.01,50.16,1004.22,75.32
482.59344482421875,8.01,40.62,1015.62,86.43
463.9996643066406,19.31,44.71,1016.13,30.59
442.88,22.07,70.72,1010.52,82.96
437.83,27.31,68.14,1005.73,50.74
448.4839172363281,19.89,50.78,1008.85,92.97
465.36871337890625,14.07,46.18,1017.77,87.83
475.96,12.07,40.81,1025.63,68.02
440.97,31.19,69.68,1012.6,52.06
435.03,26.7,62.26,1011.0,71.64
446.216796875,21.94,58.79,1010.3,88.21
474.92,12.19,40.23,1017.76,81.44
466.02,13.03,41.26,1022.17,79.79
426.48,28.55,74.33,1011.77,73.34
464.14666748046875,15.73,38.73,1002.48,76.91
462.4923400878906,16.22,41.35,1000.96,79.59
439.8306884765625,27.44,47.93,1002.71,59.44
444.76,25.51,64.27,1013.28,61.85
458.06,19.14,56.65,1020.84,82.97
463.1231689453125,16.5,44.2,1018.94,63.59
468.17,13.78,45.51,1015.56,69.92
464.18,13.29,71.14,1019.63,75.09
432.2,27.06,77.17,1008.71,90.6
467.71,13.67,44.92,1023.6,85.35
468.69,14.7,44.9,1021.87,83.9
472.9,11.48,37.5,1014.38,69.75
454.776611328125,16.95,58.86,1015.96,87.8
449.86,22.3,50.78,1008.85,81.27
436.61431884765625,27.37,70.72,1009.77,67.87
458.3858337402344,18.61,44.06,1016.91,75.01
435.32,27.98,74.87,1010.02,66.44
477.3827209472656,9.39,39.66,1019.22,75.33
446.51,22.19,48.78,1017.84,76.01
443.77,25.48,60.29,1017.55,51.22
433.16,27.51,71.32,1007.59,80.02
480.54,11.37,39.16,1016.54,87.05
480.73,8.68,43.14,1011.94,79.06
440.7647705078125,25.3,59.43,1009.15,58.3
467.48,12.82,48.14,1017.47,81.45
457.59234619140625,20.31,49.69,1011.57,69.03
455.1688232421875,23.0,49.5,1014.15,66.68
465.5021057128906,14.24,45.01,1013.54,88.68
455.7398376464844,20.17,50.66,1014.38,82.09
483.9848327636719,7.69,38.06,1020.72,83.47
436.72,30.36,69.04,1009.6,58.73
438.24237060546875,29.12,66.51,1015.69,37.9
439.7472839355469,27.01,67.98,1006.01,67.98
436.6,24.24,72.43,1008.02,86.4
443.33,22.49,58.71,1009.75,76.43
436.58941650390625,23.76,70.32,1012.13,78.84
453.02,18.09,43.72,1008.64,74.15
466.37652587890625,15.96,41.66,1011.93,55.47
443.50872802734375,25.54,61.08,1013.77,69.64
436.60943603515625,22.96,70.79,1005.68,93.93
465.82,14.76,39.64,1010.37,81.99
463.09,16.16,52.05,1013.19,75.37
446.75,22.36,59.44,1013.1,84.74
443.7068786621094,25.79,65.27,1013.26,55.35
450.72528076171875,18.78,63.09,1019.22,80.2
483.43,6.49,36.3,1016.52,69.1
455.6,19.4,49.69,1012.89,75.53
486.6506652832031,6.16,38.5,1012.83,93.68
466.8001708984375,15.31,41.35,1005.09,95.25
483.2958984375,5.74,40.62,1016.31,84.91
435.28,30.31,77.24,1008.02,67.84
437.7819519042969,24.54,72.24,1011.43,74.1
436.62939453125,22.97,72.24,1011.15,95.85
445.34,22.45,59.87,1018.92,72.73
467.2698669433594,13.9,41.17,1016.84,72.9
451.5718688964844,17.78,52.08,1006.9,100.09
470.71,9.59,40.11,1026.05,74.27
466.52,11.91,44.45,1021.39,84.49
437.2290954589844,31.26,70.36,1006.49,60.47
447.37,23.82,64.15,1020.96,60.11
437.87,25.02,69.75,1010.04,91.86
437.02,25.47,70.36,1005.79,77.73
438.32,27.13,59.54,1004.33,73.27
445.47796630859375,24.6,48.78,1018.1,73.71
438.5286560058594,24.95,76.16,1006.2,76.16
476.58,7.55,41.04,1027.03,83.32
427.85919189453125,34.24,74.67,1016.24,25.56
452.9956970214844,19.94,44.9,1008.52,74.69
438.82,27.14,63.13,1013.38,75.68
432.5152587890625,28.56,74.22,1007.45,69.6
473.4,13.05,44.34,1018.47,81.2
437.21612548828125,26.72,74.87,1010.18,70.74
470.7813720703125,12.5,43.67,1013.99,90.91
442.82183837890625,20.62,68.12,1012.33,79.88
461.2056884765625,16.17,38.01,1022.19,70.99
478.1883544921875,9.58,38.08,1019.49,67.54
434.82861328125,25.42,73.21,1001.91,93.78
439.11,30.31,70.36,1006.55,59.92
442.9,23.76,51.19,1009.69,70.87
437.61,29.42,79.74,1007.24,61.26
477.01806640625,8.8,42.32,1017.91,86.8
429.59,27.16,72.58,1009.24,90.26
446.63,19.75,49.02,1009.38,92.89
438.31,30.44,68.84,1010.97,55.34
461.76007080078125,18.6,41.67,1013.07,64.23
455.95550537109375,19.65,45.01,1014.18,56.77
461.23614501953125,15.99,49.21,1015.17,76.4
478.8001403808594,8.73,41.26,1020.54,91.37
463.7503356933594,15.99,39.63,1006.09,89.92
476.61,5.56,45.87,1006.99,96.48
480.07281494140625,8.88,39.66,1015.21,88.29
491.38,5.42,41.38,1020.77,86.02
477.89,8.97,36.24,1013.21,90.77
453.1,18.18,61.87,1008.64,66.28
469.44,12.87,41.5,1013.51,85.72
463.86,14.23,46.18,1017.39,87.29
452.77,18.17,66.86,1011.29,78.48
454.28,19.73,49.69,1007.78,73.02
452.29,25.36,61.41,1011.89,55.64
445.58,29.78,73.42,1011.27,52.79
437.1538391113281,32.0,58.9,1003.48,51.38
443.3450927734375,18.64,67.71,1003.84,89.63
467.6402282714844,13.16,43.71,1024.44,85.68
480.3639831542969,7.64,40.02,1031.58,71.19
471.3009338378906,11.87,41.78,1012.97,64.79
448.8389892578125,20.56,59.14,1016.02,68.59
472.6586608886719,11.41,39.61,1018.69,69.44
450.4434814453125,26.11,52.36,1013.9,59.62
455.7,19.06,56.65,1020.82,82.14
474.8583068847656,9.13,40.02,1031.08,74.76
486.15,8.44,41.17,1019.9,70.72
465.4528503417969,14.44,42.32,1015.61,76.85
489.95,6.3,39.33,1010.63,94.26
476.67,13.47,44.88,1017.56,93.23
461.55,20.66,41.54,1014.68,79.7
444.5645446777344,23.62,45.87,1007.75,58.69
458.4910583496094,16.69,46.18,1011.0,97.85
441.3173828125,28.01,44.89,1008.98,48.52
450.36,21.73,64.63,1020.84,68.9
434.7020568847656,30.35,69.51,1009.95,39.24
481.5643005371094,8.67,36.66,1026.8,84.36
436.92,30.51,59.57,1011.08,61.94
433.67,26.12,66.75,1017.86,79.02
471.8085021972656,13.11,38.73,1005.89,89.02
448.042724609375,21.41,62.39,1007.84,88.83
470.7466125488281,12.33,45.51,1016.49,79.2
438.52,24.02,77.54,1008.33,83.92
482.77,9.37,38.56,1016.84,62.07
474.69,11.26,44.92,1023.63,88.99
435.85,30.12,69.71,1009.1,52.02
489.36,4.65,35.19,1018.23,94.78
435.7286682128906,28.21,70.8,1010.45,77.92
432.11,30.83,71.58,1009.92,48.8
488.01611328125,6.59,39.37,1020.34,77.92
447.39434814453125,21.84,64.69,1007.57,77.34
430.4871826171875,31.63,70.17,999.4,59.94
487.78,4.7,39.9,1007.45,91.02
433.37,31.11,75.33,1002.32,64.25
459.0392761230469,18.21,41.23,993.11,62.29
477.4130859375,9.82,39.64,1010.79,69.22
463.0548095703125,16.77,38.01,1023.04,65.5
462.90771484375,16.88,39.99,1007.08,74.29
440.59,21.08,70.32,1011.39,88.79
438.08,22.79,69.13,1010.87,91.47
436.8650207519531,26.96,62.39,1008.14,73.95
436.96,30.87,67.32,1013.78,34.54
459.39,19.74,45.38,1015.11,80.67
437.7275390625,24.22,71.14,1009.38,64.53
461.6219482421875,16.27,44.21,1020.56,82.22
462.49,14.41,46.18,1016.25,88.88
480.57525634765625,10.48,41.38,1021.97,65.22
466.67,14.24,44.84,1023.6,94.06
437.86,23.08,74.78,1009.85,83.67
429.84,25.77,73.68,1014.18,87.53
453.48687744140625,17.94,62.1,1019.81,82.65
475.3924255371094,9.43,41.4,1028.42,84.92
457.12,13.98,41.79,1010.6,83.84
444.113037109375,25.02,47.45,1008.07,60.42
437.69384765625,30.99,69.82,1009.41,50.84
451.20068359375,17.17,63.09,1020.54,95.98
463.3384094238281,19.4,42.44,1013.19,58.63
441.00115966796875,24.1,68.08,1012.73,65.24
473.06,12.07,39.99,1009.7,93.27
481.08,9.55,40.72,1023.12,68.06
471.77044677734375,9.57,52.75,1022.32,75.4
440.6345520019531,21.74,70.32,1011.88,85.95
432.79107666015625,30.99,68.51,1008.0,71.35
455.0658874511719,17.88,45.87,1008.39,93.63
458.5463562011719,17.51,53.16,1013.13,82.86
485.86676025390625,7.79,43.13,1019.67,85.35
430.11,31.56,66.44,1008.91,64.16
439.71,30.58,68.84,1011.34,51.29
470.25689697265625,13.35,39.64,1010.1,93.3
449.73,17.9,67.71,1004.3,89.59
444.4493408203125,21.94,50.32,1008.44,86.98
425.74,31.49,69.13,1009.33,53.9
480.9724426269531,8.48,42.49,1010.77,88.68
431.24,26.85,73.77,1001.2,90.13
445.1815185546875,26.75,60.96,1012.05,56.77
446.6690673828125,24.91,64.45,1013.02,42.34
441.71,23.03,68.08,1012.63,70.37
473.16119384765625,12.99,40.55,1007.52,94.15
447.59,23.79,48.06,1012.92,60.03
444.23,23.42,63.07,1011.72,75.81
428.9018859863281,32.09,69.4,1003.1,56.91
446.56,21.78,51.43,1007.45,88.71
425.19,31.92,69.13,1000.77,58.91
448.41680908203125,22.79,50.78,1008.65,58.39
469.03,10.52,42.18,1014.9,95.67
480.9353332519531,7.64,42.28,1008.46,84.29
468.55,15.8,41.2,1016.08,77.83
455.6266174316406,17.3,46.21,1013.56,87.57
450.9303894042969,18.26,61.27,1019.1,74.74
457.98,14.03,41.79,1008.07,83.32
444.94140625,24.55,58.86,1015.22,60.53
442.9093933105469,24.6,57.32,1012.48,45.14
437.3590393066406,25.04,70.36,1006.56,75.91
449.65,32.31,62.04,1010.45,38.01
454.15,21.17,64.15,1021.25,62.38
475.01,9.15,40.11,1023.82,75.4
446.56,27.34,63.78,1016.5,48.4
467.51,11.7,43.41,1016.08,62.27
438.1,27.58,73.06,1009.63,88.31
456.1786193847656,20.53,54.9,1016.61,61.28
480.7043762207031,9.55,41.44,1015.07,85.94
481.498291015625,9.94,41.44,1015.21,87.02
483.11,6.71,40.72,1022.78,80.69
440.62,31.09,64.05,1011.32,61.14
456.2,17.23,40.12,1013.52,81.55
448.17,18.27,58.2,1018.34,72.73
480.0622863769531,9.06,36.3,1015.14,58.71
470.5368347167969,14.66,41.66,1012.89,62.41
446.88,23.79,58.2,1016.77,55.88
439.54,31.33,58.9,1003.77,52.34
469.33319091796875,10.26,43.14,1019.68,98.97
430.2962646484375,33.75,64.96,1002.54,39.28
453.8399963378906,18.72,60.07,1015.81,70.55
447.06,20.71,58.18,1007.63,98.44
435.86,28.87,71.97,1008.74,82.61
465.2373352050781,12.63,48.04,1013.0,100.13
469.12,13.69,34.03,1018.45,65.76
441.51,20.3,67.32,1013.49,80.9
471.24,14.93,42.44,1012.65,86.8
431.53,25.43,69.13,1002.2,86.44
433.64,24.85,71.98,1005.97,95.09
465.20263671875,14.67,45.01,1014.28,67.91
488.1568603515625,3.63,38.44,1016.16,87.38
432.0,28.54,72.99,1007.42,67.87
467.09307861328125,15.26,41.2,1016.0,76.06
429.33,29.88,68.08,1011.14,55.78
487.77069091796875,5.65,40.72,1022.46,85.17
474.62811279296875,9.2,39.82,1013.19,91.25
456.72,18.85,44.63,1009.06,84.75
438.2913513183594,28.16,61.47,1009.19,62.53
470.5163879394531,13.15,42.44,1014.51,99.53
460.1761779785156,16.97,50.9,1012.31,82.65
462.26,17.33,42.28,1007.97,50.33
454.06,17.39,46.21,1013.94,82.73
440.92,26.26,65.06,1013.58,52.72
465.2680358886719,13.72,45.01,1014.07,77.0
471.0418701171875,10.99,44.63,1020.67,90.09
483.53,8.94,41.74,1022.55,90.74
444.0086669921875,22.5,59.43,1010.31,72.17
447.3,23.62,68.63,1013.18,50.57
462.53,17.17,44.68,1018.72,83.58
469.56,12.47,38.25,1012.74,82.89
465.6,16.65,46.18,1010.6,95.69
434.2079162597656,24.56,71.94,1006.81,89.59
443.3111267089844,25.49,47.45,1007.89,57.04
478.16,7.33,40.0,1018.96,80.76
463.93,20.52,43.79,1015.9,68.1
462.67,13.61,41.16,1020.49,75.09
458.19,22.5,45.38,1014.11,65.08
439.36,28.24,65.27,1013.43,48.74
435.17,30.04,67.25,1017.65,52.84
471.6,14.38,44.84,1024.59,81.68
448.43,24.78,68.63,1013.96,43.7
455.28,19.99,40.79,1003.15,87.55
465.89,16.01,43.69,1017.12,62.43
427.3,29.09,72.43,1006.86,65.47
470.31,13.31,40.03,1017.73,84.48
437.84,33.34,69.88,1007.65,42.72
437.11,26.88,59.21,1013.54,58.13
462.8328552246094,15.69,37.87,1022.63,87.71
431.95,27.58,78.05,1010.83,94.98
450.66595458984375,20.51,63.86,1020.65,75.36
470.67,13.56,39.52,1016.61,78.35
445.05511474609375,22.64,59.27,1012.58,83.55
434.27,30.29,71.58,1010.01,54.03
463.89,10.15,41.62,1015.86,97.4
446.92919921875,23.07,57.5,1015.7,75.47
488.65,7.29,40.96,1023.01,90.78
433.81,25.34,69.48,1008.4,74.79
447.93,19.66,58.79,1017.17,84.16
454.9456787109375,17.77,56.53,1019.57,79.89
467.43438720703125,14.34,42.86,1031.75,66.81
469.820556640625,14.4,42.99,1010.3,89.72
454.40533447265625,18.31,62.1,1020.38,79.02
468.3731994628906,13.56,40.03,1017.73,83.76
481.27,6.17,41.31,1002.49,87.59
449.45,25.04,51.95,1005.56,66.53
465.24,14.49,41.16,1000.5,82.17
449.67,22.31,43.43,1010.64,56.44
459.87,16.38,46.97,1013.6,73.67
445.66,23.48,65.12,1015.82,60.83
473.6691589355469,11.58,39.69,1005.17,86.55
461.82,14.74,43.99,1023.13,86.31
465.2,15.33,42.28,1008.19,66.15
439.03,26.14,69.14,1007.1,88.27
432.38,32.86,68.51,1008.43,46.78
438.49053955078125,28.88,63.76,1010.16,56.34
441.2012939453125,27.59,54.2,1013.1,51.61
441.02618408203125,21.85,69.94,1010.89,79.4
488.22,6.58,43.02,1014.03,84.95
451.0451354980469,20.38,62.52,1017.85,75.56
476.54,9.53,38.18,1018.43,75.33
457.98,16.76,53.16,1014.13,81.87
431.14,32.31,68.94,1006.11,71.78
470.9822082519531,10.22,39.96,1025.05,96.05
480.18,10.72,39.35,1015.35,86.43
452.0990905761719,21.68,64.15,1021.09,70.88
445.4,21.13,51.43,1007.43,88.72
434.82,29.14,75.23,1010.15,54.87
472.9096374511719,12.04,43.69,1016.58,80.16
475.7142333984375,10.1,41.4,1024.29,85.94
443.26,28.72,68.14,1005.82,46.52
437.82,28.84,60.23,1009.7,59.0
448.2707824707031,18.68,52.84,1004.65,88.27
458.78,16.5,44.63,1020.58,64.11
441.2819519042969,27.18,64.44,1012.81,61.27
451.21,20.08,58.79,1017.32,81.59
456.1900329589844,19.64,56.65,1020.79,73.88
438.0255432128906,27.77,62.26,1010.88,66.45
432.042724609375,31.4,71.06,1008.44,74.77
490.02,3.68,39.64,1011.31,84.05
472.14434814453125,11.89,40.03,1019.53,89.48
486.7,7.63,40.56,1023.13,81.01
435.0148010253906,26.38,71.73,1010.04,69.45
449.80621337890625,22.89,48.98,1014.55,48.21
458.0010986328125,17.98,53.29,1018.29,83.46
462.1914978027344,14.22,48.6,1006.26,88.05
453.74,22.35,57.76,1017.92,68.18
445.4541015625,22.2,57.17,1009.82,78.43
459.1255187988281,16.89,49.21,1015.19,70.39
444.66,22.51,59.21,1018.35,71.97
466.25,15.11,42.99,1007.53,85.75
435.9,25.15,73.67,1007.42,85.48
465.61,15.47,44.9,1021.59,81.74
477.2,11.1,40.0,1021.29,86.58
447.09991455078125,20.78,60.84,1018.66,80.4
442.5897216796875,20.94,68.12,1012.43,78.2
478.98,5.52,42.85,1012.77,93.82
462.94,16.19,36.99,1007.37,92.4
429.18,27.06,72.58,1009.24,90.31
455.4560241699219,19.92,48.98,1014.32,64.99
452.9327087402344,18.53,61.27,1019.84,75.22
466.09576416015625,12.21,41.67,1012.88,85.19
476.5802001953125,11.59,40.05,1014.96,86.22
427.61,26.61,72.43,1007.71,75.82
458.36,18.4,44.92,1024.88,64.89
441.34,24.8,66.51,1016.74,65.72
440.5951232910156,25.47,60.75,1007.27,65.91
433.74652099609375,28.57,75.33,1003.16,76.14
432.41,31.01,73.5,1010.92,48.61
444.59,24.38,57.17,1009.85,74.46
439.88,28.46,60.23,1010.2,63.38
454.98,18.16,43.72,1008.64,75.22
478.47,10.6,41.17,1018.38,87.92
439.52,24.19,68.94,1007.37,70.83
471.33,12.2,39.72,1018.07,54.83
435.8084411621094,27.95,73.5,1010.42,58.01
433.75,30.38,71.58,1010.17,50.45
441.88995361328125,28.48,54.2,1013.14,49.51
465.5468444824219,11.3,43.14,1019.56,99.83
427.9,29.19,70.32,1008.28,55.42
432.0451965332031,30.75,71.22,1006.47,48.06
468.49,12.37,43.22,1009.1,76.06
446.1250305175781,25.75,60.95,1014.75,53.3
437.19927978515625,28.18,67.17,1006.84,75.55
443.9822692871094,21.89,74.93,1016.11,77.88
445.3,24.79,50.78,1008.78,61.88
433.2601318359375,30.86,70.32,1011.88,62.68
465.89,13.51,43.22,1009.63,75.02
445.86,29.35,68.31,1010.46,46.2
446.4272766113281,19.98,60.77,1017.72,90.71
462.0212707519531,21.77,42.23,1013.03,67.44
462.29473876953125,12.43,41.62,1011.87,80.57
490.6756591796875,3.4,39.64,1011.1,83.43
436.55,24.73,74.22,1010.15,79.83
435.3646240234375,25.54,70.47,1009.28,73.5
440.59246826171875,25.88,63.73,1009.48,77.17
440.06915283203125,23.07,70.47,1008.64,83.37
432.5995788574219,30.66,70.98,1007.6,72.08
460.2725524902344,13.77,41.58,1020.63,72.94
466.68,12.57,43.8,1023.2,56.85
434.7947998046875,31.1,71.32,1008.09,45.87
443.76,22.24,64.27,1012.97,89.54
434.7946472167969,29.08,52.84,1006.14,40.09
455.29,19.35,39.72,1002.5,51.24
436.6727600097656,28.88,54.89,1007.16,46.6
438.38,31.7,70.36,1006.26,58.18
469.18,13.25,44.92,1024.11,89.34
459.97,18.55,41.1,1002.02,65.16
432.5411376953125,28.69,71.29,1009.22,68.35
467.5001525878906,13.74,42.74,1029.54,70.0
444.0471496582031,23.97,64.33,1010.54,84.65
460.44,18.44,39.72,1001.14,66.83
457.0,16.88,56.89,1014.01,82.1
466.06,12.82,46.18,1018.53,88.46
484.45379638671875,7.18,38.56,1016.49,70.37
446.09,24.34,62.96,1019.7,61.44
438.560546875,26.63,62.44,1010.86,70.82
466.86,11.43,41.16,1022.81,92.04
433.65,27.24,66.75,1017.78,69.6
462.4673156738281,15.01,42.77,1018.21,73.22
479.2,11.21,40.75,1016.45,86.14
432.62823486328125,31.46,71.8,1010.75,54.88
471.16424560546875,13.65,42.86,1015.41,87.67
468.02,9.57,39.82,1013.12,89.15
477.1723937988281,11.46,44.85,1014.3,63.24
442.1800842285156,25.03,60.84,1017.69,59.23
464.88,14.6,44.84,1023.58,88.21
433.9640197753906,28.88,73.68,1015.25,47.73
467.95,13.82,44.84,1023.72,95.24
483.2776184082031,7.87,41.06,1020.91,87.64
488.5185852050781,2.34,39.42,1028.47,69.68
437.78851318359375,23.58,70.04,1010.95,76.32
443.04,21.49,70.32,1009.07,92.25
466.1327819824219,15.84,41.66,1009.69,62.81
448.46,25.82,61.08,1013.64,66.4
475.13,10.18,40.81,1015.79,81.42
436.5,28.4,69.34,1009.76,70.4
474.94,12.35,41.38,1021.99,55.38
466.73,16.52,43.7,1015.08,58.36
476.4256591796875,9.6,42.03,1017.66,92.27
486.76,7.54,38.56,1016.49,69.1
468.75738525390625,8.04,41.92,1029.7,92.21
469.7196960449219,11.82,41.26,1020.74,91.14
447.75396728515625,21.62,48.78,1020.06,85.09
461.9239807128906,15.41,44.78,1007.69,65.17
441.81,26.47,63.13,1013.72,79.4
431.34027099609375,31.5,74.16,1011.72,56.42
466.83,12.24,49.83,1007.9,94.28
472.11,13.52,41.44,1015.81,65.97
480.05,10.02,39.66,1016.34,79.98
451.30780029296875,21.01,44.05,1010.61,64.12
479.31,8.35,43.52,1022.78,97.34
472.32,14.12,39.52,1016.79,75.89
433.6496887207031,35.2,73.56,1006.56,45.72
434.5379333496094,25.28,72.39,1002.28,89.43
471.32,14.3,41.93,1020.6,65.38
457.66,19.32,52.9,1016.86,68.2
446.34,22.04,69.51,1013.25,56.15
443.77,28.07,66.17,1010.58,64.11
447.85552978515625,23.09,60.95,1015.02,68.78
